rater_id,canonical_name,groups,expertise_level,t_mean,t_sd,ell_mean,ell_sd,n_labels,pos_rate,n_tasks
38,Deepti Zutshi,"[""sparcnet50K""]",expert,0.624819527348981,0.004895086193456037,3.0,0.07477432630519432,518,0.35135135135135137,5
39,Deirdre O''Rourke,"[""sparcnet50K""]",expert,0.44818868907677567,0.058669527976723874,2.7405654411170652,0.25091206464166604,314,0.0,5
40,Diego Carvalho,"[""sparcnet50K""]",expert,0.19396300675300143,0.10170622372959037,3.0,0.3261674442153084,567,0.0,5
42,Eddy Amorim,"[""sparcnet50K""]",expert,0.5028454230226524,0.03127786961242975,2.6610384917407015,0.15814891294171407,515,0.003883495145631068,5
43,Eliezer Sternberg,"[""sparcnet50K""]",expert,0.24258059649191,0.09686789840043135,2.8933290580201483,0.27132835559948876,339,0.0,5
46,Emily Gilmore,"[""sparcnet50K""]",expert,0.5992389100167387,0.0035414145995747754,2.7432592542526355,0.050110842543270154,2266,0.15842894969108562,5
47,Emily Johnson,"[""sparcnet50K""]",expert,0.6489099688619725,0.001177218468152308,3.0,0.024774363247868653,9864,0.2402676399026764,5
49,Eric S. Rosenthal,"[""sparcnet50K""]",expert,0.6686544856901391,0.004026505801513041,2.3507283852777805,0.036596446912211276,2699,0.28454983327158206,5
52,Expert_x,"[""sparcnet50K""]",expert,0.1388120050240858,0.10230040268379058,2.5582281447535307,0.287506103299269,245,0.0,5
54,Expert_z,"[""sparcnet50K""]",expert,0.06901657415977913,0.12153686993800022,2.5368433539627926,0.44902873666580745,124,0.0,5
57,Fonda Chan,"[""sparcnet50K""]",expert,0.012351547290744752,0.08636418920855378,2.0256343998424047,0.19830395835035325,655,0.0,5
60,Gamal Osman,"[""Bonobo"", ""sparcnet50K""]",expert,0.5789287904939249,0.002570042901106738,2.5164379127283047,0.029422572833614283,8844,0.1215513342379014,6
62,Gina Deck,"[""sparcnet50K""]",expert,0.054112952569367656,0.09540399002766259,2.5036582668145093,0.26053660760077774,498,0.0,5
63,Gireesh Elakkat,"[""sparcnet50K""]",expert,0.6449003281434754,0.011905494280498473,2.527060104223718,0.10858987783582565,198,0.31313131313131315,5
66,Hiba A. Haider,"[""Bonobo"", ""sparcnet50K""]",expert,0.6402019803842991,0.0018523850652088418,2.833169216831814,0.03011814820841365,5818,0.21639738741835682,6
67,Holmes Manisha,"[""sparcnet50K""]",expert,0.577735159300718,0.004429012829573286,2.6861758818454704,0.059578175186241006,1372,0.19825072886297376,5
69,Illya Tolokh,"[""sparcnet50K""]",expert,0.2932185120422464,0.10323344063278962,3.0,0.28426885060654367,571,0.0,5
70,Ioannis Karakis,"[""Super8"", ""sparcnet50K""]",expert,0.6485998161984879,0.0009790123064229766,2.792062295268177,0.01871791387377233,16531,0.2953844292541286,6
72,Jay Pathmanathan,"[""sparcnet50K""]",expert,0.6042619045339582,0.004326767312056974,3.0,0.06754462619629158,1001,0.15784215784215785,5
73,Jenn Kim,"[""New28"", ""sparcnet50K""]",experienced,0.5766325218268853,0.002875000330138669,2.727437797955004,0.03680309552946919,5452,0.10198092443140132,6
74,Jennifer William,"[""sparcnet50K""]",expert,0.16318103940128695,0.08311181941024214,2.951665464628922,0.2098257586065256,1237,0.0,5
76,Ji Yeoun Yoo,"[""Bonobo"", ""sparcnet50K""]",expert,0.644570971901409,0.002969459917949364,3.0,0.05092700890921017,1474,0.3819538670284939,6
77,Jimmy Yang,"[""sparcnet50K""]",experienced,0.2361735204042239,0.1175585224962702,3.0,0.4168362160509478,377,0.0,5
78,Jin Jing,"[""New28"", ""sparcnet50K""]",experienced,0.6224161437258928,0.0018908334280841996,3.0,0.022883202393500994,19158,0.03528552040922852,6
79,Jonathan J. Halford,"[""Super8"", ""sparcnet50K""]",expert,0.6652119280080918,0.0010366540632496526,2.9045621573173266,0.02070109103709947,13143,0.2955185269725329,6
80,Jong Woo Lee,"[""sparcnet50K""]",expert,0.613666159076701,0.0026435428286481185,2.953943412357541,0.043080380675689846,3006,0.15635395874916833,5
81,Joseph Cohen,"[""sparcnet50K""]",expert,0.3696089304949993,0.18718821821431264,2.8787943469667843,0.721627377345056,104,0.0,5
84,Karan Poddar,"[""sparcnet50K""]",experienced,0.2435769007108675,0.09841016136635729,3.0,0.306212664802273,541,0.0,5
87,Kristy Nordstrom,"[""sparcnet50K""]",expert,0.11728269987192845,0.13889611924864725,2.881109488630968,0.6335855664810708,2036,0.0,5
88,Kristy Tripp,"[""sparcnet50K""]",expert,0.17371187520272374,0.158504117700075,2.6913523013180396,0.7425166789271004,110,0.0,5
90,Lidia Moura,"[""sparcnet50K""]",expert,0.184951235287972,0.10236829498542314,3.0,0.34927366777292473,237,0.0,5
91,Lily Grossmann,"[""sparcnet50K""]",experienced,0.3181153032352642,0.11444626187058668,3.0,0.3766195433403364,117,0.0,5
97,M. Brandon Westover,"[""Super8"", ""profiler_iiic"", ""sparcnet50K""]",expert,0.6227393777487671,0.0008666996384206067,3.0,0.01563729811839414,34624,0.1279459334565619,6
98,Mackenzie C. Cervenka,"[""sparcnet50K""]",expert,0.6054752464954479,0.0022109337519395527,2.8761929864819336,0.03870992348383001,3394,0.21714790807307013,5
100,Marcus Ng,"[""Super8"", ""sparcnet50K""]",expert,0.6034649933122659,0.0012924853714390181,3.0,0.024285966641706288,12965,0.14269186270728884,6
101,Marjan Dolatshahi,"[""sparcnet50K""]",expert,0.38309028987871857,0.08169525993285508,2.1190608404101674,0.1761455391527187,902,0.0,5
108,Michael Ho,"[""sparcnet50K""]",expert,0.1721447600805729,0.1028101865704782,2.8230401742812345,0.3138458274669104,226,0.0,5
109,Mo Shafi,"[""New28"", ""sparcnet50K""]",expert,0.6187218188234526,0.006099827853979875,3.0,0.09500615345071062,340,0.2647058823529412,6
110,Mohammad Tabaeizadeh F.,"[""sparcnet50K""]",expert,0.6440620287093833,0.0039276430463015205,2.6209381747803913,0.04115252374616437,2663,0.1629740893728877,5
112,Monica Dhakar,"[""sparcnet50K""]",expert,0.5340999921923826,0.004115302154335033,2.5666023928754527,0.040946392508523506,6484,0.06878470080197409,5
114,Neishay Ayub,"[""sparcnet50K""]",expert,0.24694823620411158,0.09083699516432743,3.0,0.24690964718381023,483,0.0,5
115,Nicolas Gaspard,"[""sparcnet50K""]",expert,0.5913909085190239,0.0029317051656222353,2.814630829364182,0.04102464725097261,3535,0.13012729844413012,5
116,Nigel Pedersen,"[""sparcnet50K""]",expert,0.2590859595461215,0.11181500315506912,3.0,0.3882573514476209,180,0.0,5
120,Olga Taraschenko,"[""Bonobo"", ""sparcnet50K""]",expert,0.5499891203653204,0.0037126479563443764,2.3310900602549474,0.0355058229100021,6256,0.14114450127877237,6
125,Peter Kaplan,"[""New28"", ""sparcnet50K""]",expert,0.590438554029931,0.002015860008847018,2.730327880280897,0.030117224337079262,6781,0.17150862704615838,6
126,Peter Wrigley,"[""sparcnet50K""]",novice,0.34316910514903787,0.09644108245659981,3.0,0.27210852691049997,724,0.0,5
175,Rani Sarkis,"[""New28"", ""sparcnet50K""]",expert,0.6199095736618376,0.0013489700065663825,3.0,0.026171023024876845,8938,0.17766838218840905,6
176,Rodrigo Zepeda,"[""sparcnet50K""]",expert,0.3429470414020247,0.05931261766565615,2.38238300326314,0.22276588994770155,588,0.0,5
180,Sahar Zafar,"[""New28"", ""profiler_iiic"", ""sparcnet50K""]",expert,0.59248660170008,0.002992668575797953,2.275661497964254,0.02962887540464817,7590,0.19090909090909092,6
182,Sameen Jafari,"[""sparcnet50K""]",expert,0.2664001498969227,0.09369394164472272,3.0,0.23977057473137509,472,0.0,5
184,Sandipan Pati,"[""sparcnet50K""]",expert,0.20970285781751466,0.09167179418052794,2.806531874177459,0.24537687124207158,287,0.0,5
185,Sarah Schmitt,"[""Bonobo"", ""sparcnet50K""]",expert,0.6683313916894656,0.0017020839904531673,2.924335787137545,0.030521839778395923,5950,0.26100840336134457,6
192,Sue Herman,"[""sparcnet50K""]",expert,0.6458730679868705,0.0032646940072725192,3.0,0.05931118491717119,1333,0.20930232558139536,5
202,Yuan Fan,"[""sparcnet50K""]",expert,-0.0007552941503641952,0.10145788862824062,2.2860891730736754,0.3033017051790815,215,0.0,5
204,Zubeda Sheikh,"[""Bonobo"", ""sparcnet50K""]",expert,0.6466398553643945,0.0013730966153077727,2.9095764571425673,0.028627276887030085,6259,0.30308355967406936,6
