rater_id,canonical_name,groups,expertise_level,t_mean,t_sd,ell_mean,ell_sd,n_labels,pos_rate,n_tasks
114,Neishay Ayub,"[""sparcnet50K""]",expert,0.22325580918449206,0.09097859816584322,3.0,0.22737316094254528,483,0.0,5
115,Nicolas Gaspard,"[""sparcnet50K""]",expert,0.5809899500863128,0.002931243441472349,2.695710488815209,0.03883093269895288,3535,0.14794908062234796,5
116,Nigel Pedersen,"[""sparcnet50K""]",expert,0.24553635225254344,0.11462481094000168,3.0,0.3820449601174081,180,0.0,5
120,Olga Taraschenko,"[""Bonobo"", ""sparcnet50K""]",expert,0.5714814658278413,0.0035213285946485155,2.5400686130560204,0.03699639086115401,6256,0.07352941176470588,6
125,Peter Kaplan,"[""New28"", ""sparcnet50K""]",expert,0.5577997197019965,0.002947858163243307,2.834283001570774,0.037625469608740754,6781,0.05412181094233889,6
126,Peter Wrigley,"[""sparcnet50K""]",novice,0.32305076950980904,0.09905977925270673,3.0,0.2540074981209714,724,0.0,5
175,Rani Sarkis,"[""New28"", ""sparcnet50K""]",expert,0.6154569473526701,0.0015984844947751586,3.0,0.02784172927919055,8938,0.12967106735287537,6
176,Rodrigo Zepeda,"[""sparcnet50K""]",expert,0.40303022998890126,0.06388150165757622,2.5948572419147977,0.19238481486406495,588,0.0,5
180,Sahar Zafar,"[""New28"", ""profiler_iiic"", ""sparcnet50K""]",expert,0.5578748478771287,0.0039282559873526956,2.4822452914786606,0.03698255603407432,7590,0.07338603425559947,6
182,Sameen Jafari,"[""sparcnet50K""]",expert,0.24177371884760715,0.09523303081467425,3.0,0.22137868657812562,472,0.0,5
184,Sandipan Pati,"[""sparcnet50K""]",expert,0.18295949971339415,0.09295956936114225,2.7367215650785592,0.21875745132510946,287,0.0,5
185,Sarah Schmitt,"[""Bonobo"", ""sparcnet50K""]",expert,0.6289942982973701,0.0018488735961798661,2.9355220606795553,0.03132169185161281,5950,0.16974789915966387,6
192,Sue Herman,"[""sparcnet50K""]",expert,0.5996829801878735,0.0037414334131639264,3.0,0.05482281026700373,1333,0.13578394598649662,5
202,Yuan Fan,"[""sparcnet50K""]",expert,-0.0052284855642856145,0.10341995434058492,2.318043501804068,0.27616266554255486,215,0.0,5
204,Zubeda Sheikh,"[""Bonobo"", ""sparcnet50K""]",expert,0.6071986220099213,0.0021054051888152415,2.929250710435747,0.034499472012565806,6259,0.0979389678862438,6
