domain,rater_id,rater_name,sigma,theta,se_sigma,se_theta,n_trials,converged
spike,223,crowd_102582,0.6684826545,0.3560229838,,,768,True
spike,224,crowd_102642,1.096200099,0.4848089516,,,60,True
spike,225,crowd_102777,0.3739164414,0.5550805926,,,348,True
spike,226,crowd_102832,1.381907198,1.110269904,,,50,True
spike,227,crowd_103408,0.6490427856,0.06216485053,,,91,True
spike,228,crowd_103572,0.5735727298,0.4688346088,,,157,True
spike,229,crowd_10384,0.953273517,1.076938391,,,40,True
spike,230,crowd_1039,0.786996047,0.6911794543,,,51,True
spike,231,crowd_104,0.5172955909,0.1344611645,,,20,True
spike,232,crowd_104200,0.6628658534,0.4945040047,,,70,True
spike,233,crowd_104431,0.5243520473,0.3379996717,,,57,True
spike,234,crowd_104634,0.5350578555,0.3169603348,,,42,True
spike,235,crowd_104645,0.5901204402,0.9033426046,,,120,True
spike,236,crowd_104694,0.6579748837,0.3356473744,,,60,True
spike,237,crowd_104887,1.026769407,0.7655777931,,,12,True
spike,238,crowd_104892,0.8565005046,0.8263190389,,,1,True
spike,239,crowd_105203,1.509226566,0.681373179,,,89,True
spike,240,crowd_105386,0.6094936829,0.2821977735,,,357,True
spike,241,crowd_10554,1.215391387,-0.002898618579,,,56,True
spike,242,crowd_105558,0.5794616898,0.4948797524,,,121,True
spike,243,crowd_105668,0.4707227042,0.9270065427,,,46,True
spike,244,crowd_105713,0.5323464716,0.2834468186,,,12,True
spike,245,crowd_105763,0.425408729,0.5093768835,,,859,True
spike,246,crowd_105827,1.402676482,0.7209455967,,,15,True
spike,247,crowd_106237,0.9942822039,0.3184430599,,,41,True
spike,248,crowd_106300,1.438606674,0.001517489552,,,21,True
spike,249,crowd_106743,0.7306993951,0.2543553412,,,224,True
spike,250,crowd_106835,0.4472541877,0.5779618025,,,432,True
spike,251,crowd_106855,1.578299689,0.3881829679,,,17,True
spike,252,crowd_107159,0.7309790158,0.8897460699,,,11,True
spike,253,crowd_107232,1.470665746,0.8553529978,,,41,True
spike,254,crowd_107335,0.8422503285,-0.2255263627,,,106,True
spike,255,crowd_107433,1.290146984,0.4629775584,,,24,True
spike,256,crowd_107545,1.025410865,0.205022037,,,17,True
spike,257,crowd_108015,0.7842882252,0.2299384475,,,474,True
spike,258,crowd_108033,1.077809871,0.6340996027,,,38,True
spike,259,crowd_108391,0.5154544935,0.2606264353,,,313,True
spike,260,crowd_108654,0.6446140688,0.2107951641,,,169,True
spike,261,crowd_108825,0.7068230206,0.7684831619,,,22,True
spike,262,crowd_108985,1.300831774,0.7065854669,,,14,True
spike,263,crowd_109398,0.7337979098,0.4900250733,,,122,True
spike,264,crowd_1094,0.6466478343,0.3861140609,,,28,True
spike,265,crowd_109492,0.9283209863,-0.07357341796,,,15,True
spike,266,crowd_10968,0.8588951961,0.5759851933,,,256,True
spike,267,crowd_109680,0.9861497989,0.1695137024,,,10,True
spike,268,crowd_109746,0.3264751852,0.5930692554,,,425,True
spike,269,crowd_109953,0.5653477961,0.3486853242,,,745,True
spike,270,crowd_110094,0.5599690634,0.4043776393,,,36,True
spike,271,crowd_110596,0.8060319458,0.4715949595,,,145,True
spike,272,crowd_110660,0.5485529343,0.2370711863,,,12,True
spike,273,crowd_11074,0.6399232384,0.8493998051,,,23,True
spike,274,crowd_111274,0.485446684,0.3958100379,,,1080,True
spike,275,crowd_111389,0.5908536384,0.4678206742,,,62,True
spike,276,crowd_111404,0.6594206859,0.2529147267,,,406,True
spike,277,crowd_111435,0.8216892856,0.7835729122,,,5,True
spike,278,crowd_111583,0.4017242181,0.4870322645,,,285,True
spike,279,crowd_111603,1.851325313,0.7389587164,,,61,True
spike,280,crowd_111638,0.9269717504,-0.1215178072,,,66,True
spike,281,crowd_111695,0.7282096665,0.7580162287,,,160,True
spike,282,crowd_111698,0.7809125546,0.660957396,,,25,True
spike,283,crowd_111725,1.082506305,0.8653101325,,,556,True
spike,284,crowd_111794,0.592192154,0.3699725866,,,489,True
spike,285,crowd_111864,1.076445839,0.03956443816,,,26,True
spike,286,crowd_111890,0.5862118312,0.7857061625,,,1062,True
spike,287,crowd_111919,1.105025045,0.5269970298,,,23,True
spike,288,crowd_112098,0.9112804074,0.8543784022,,,22,True
spike,289,crowd_112139,0.9034450146,0.4536842406,,,310,True
spike,290,crowd_112767,0.7247835301,0.6637123823,,,446,True
spike,291,crowd_113393,0.8272654352,0.3130828142,,,10,True
spike,292,crowd_113460,1.152848064,0.3842606843,,,7,True
spike,293,crowd_113698,3.239206054,0.4059993029,,,41,True
spike,294,crowd_113918,0.6717781756,0.4108521044,,,93,True
spike,295,crowd_113972,0.4777562217,-0.009736284614,,,3237,True
spike,296,crowd_114317,0.6570637275,0.5380886793,,,8,True
spike,297,crowd_114587,0.4957569984,0.04272185266,,,28,True
spike,298,crowd_114591,0.3669271005,0.2918780446,,,1204,True
spike,299,crowd_114617,1.087993083,0.7335964441,,,137,True
spike,300,crowd_115018,0.4432332466,0.2747831047,,,1207,True
spike,301,crowd_115074,0.9380829866,0.3582208455,,,10,True
spike,302,crowd_115281,0.6643549125,0.2956713736,,,36,True
spike,303,crowd_115339,0.55852821,0.4146321118,,,57,True
spike,304,crowd_115413,0.7517885371,0.3780963719,,,34,True
spike,305,crowd_11568,0.1635653649,0.3943408132,,,5769,True
spike,306,crowd_115940,1.267941086,-0.27293697,,,568,True
spike,307,crowd_11599,0.6041177678,0.2233754098,,,74,True
spike,308,crowd_116061,0.5935630658,0.6381164193,,,100,True
spike,309,crowd_116119,0.7764437072,0.4554711878,,,9,True
spike,310,crowd_116141,0.9901103319,0.09784079343,,,59,True
spike,311,crowd_116385,0.5580239146,-0.3631444871,,,18,True
spike,312,crowd_116544,0.8122157957,0.09289512783,,,22,True
spike,313,crowd_116567,0.4295473094,0.4025155008,,,212,True
spike,314,crowd_116576,0.314478262,0.3250185847,,,762,True
spike,315,crowd_116611,1.108335079,0.08492370695,,,15,True
spike,316,crowd_116673,0.5681012859,0.2545906901,,,224,True
spike,317,crowd_116679,0.8939690266,0.3061285317,,,15,True
spike,318,crowd_116690,0.4888796785,0.3715517223,,,2497,True
spike,319,crowd_116691,1.051555251,-0.34527421,,,20,True
spike,320,crowd_116814,0.8849311524,0.3289954364,,,3,True
spike,321,crowd_116827,0.7052611804,0.08957152814,,,56,True
spike,322,crowd_116931,0.464728216,0.48877123,,,644,True
spike,323,crowd_11697,0.3548510643,0.5734479427,,,1703,True
spike,324,crowd_116974,0.4124495695,0.1880914271,,,42,True
spike,325,crowd_117017,0.6575032559,0.5616857409,,,248,True
spike,326,crowd_117096,0.5310426854,0.3934103251,,,687,True
spike,327,crowd_117101,0.3533279337,0.2060577571,,,1118,True
spike,328,crowd_117103,0.8041714117,0.9748899937,,,80,True
spike,329,crowd_117108,0.9011907291,0.5981952548,,,182,True
spike,330,crowd_117111,0.4986210135,0.624137342,,,873,True
spike,331,crowd_117117,1.416896392,0.9466440678,,,30,True
spike,332,crowd_117128,0.7573343346,0.7976930737,,,68,True
spike,333,crowd_11715,0.2278288869,0.4470765293,,,4003,True
spike,334,crowd_117172,0.4716918724,0.3765517473,,,672,True
spike,335,crowd_117185,0.3706527289,0.2601276636,,,1727,True
spike,336,crowd_117210,0.4812674266,0.6170924306,,,37,True
spike,337,crowd_117218,0.6144457245,0.4190373719,,,1526,True
spike,338,crowd_117226,1.489068656,1.076822758,,,27,True
spike,339,crowd_117242,1.15923586,0.5111923218,,,12,True
spike,340,crowd_117483,0.9656057363,0.5580669641,,,201,True
spike,341,crowd_117516,1.061332751,0.2293070853,,,71,True
spike,342,crowd_117642,0.6086189179,0.4697903693,,,798,True
spike,343,crowd_117751,0.7225712478,0.4564491808,,,34,True
spike,344,crowd_117883,0.880275526,0.1931365728,,,212,True
spike,345,crowd_118043,2.649417444,0.02046630532,,,88,True
spike,346,crowd_118131,0.3281972789,0.4001941085,,,140,True
spike,347,crowd_118164,0.6892393003,-0.07158828527,,,33,True
spike,348,crowd_118181,0.8186614695,0.5949618816,,,55,True
spike,349,crowd_118219,0.5650057703,0.6664718986,,,53,True
spike,350,crowd_118230,1.219717248,0.4063590467,,,450,True
spike,351,crowd_118321,0.4810323181,0.4698202908,,,1784,True
spike,352,crowd_118356,0.5117667059,0.5304187536,,,50,True
spike,353,crowd_11839,0.4489011312,0.8214046359,,,5345,True
spike,354,crowd_118391,0.6756627798,0.1239117905,,,121,True
spike,355,crowd_118416,1.071132847,0.1660323143,,,22,True
spike,356,crowd_118442,0.4870207125,0.4451359808,,,606,True
spike,357,crowd_118463,1.391586074,-0.3392488658,,,47,True
spike,358,crowd_118471,1.696534699,0.3987992406,,,82,True
spike,359,crowd_118489,0.7838793403,0.1188009158,,,78,True
spike,360,crowd_118519,0.8773747672,-0.2011039555,,,348,True
spike,361,crowd_118527,0.5586746425,0.4456511438,,,57,True
spike,362,crowd_118559,0.7236548904,0.4336923659,,,1714,True
spike,363,crowd_118574,0.5169404525,0.9277446866,,,243,True
spike,364,crowd_118583,0.6369683056,0.02696825564,,,3280,True
spike,365,crowd_118592,0.7585461105,0.3378427327,,,400,True
spike,366,crowd_118627,0.4312503841,0.008818872273,,,33,True
spike,367,crowd_118642,1.915523543,0.3785401583,,,18,True
spike,368,crowd_118652,0.4519440977,0.7547371984,,,378,True
spike,369,crowd_118660,0.7403199442,0.5165034533,,,218,True
spike,370,crowd_118680,0.6512373122,0.357352376,,,200,True
spike,371,crowd_118710,0.448895218,0.6806613207,,,155,True
spike,372,crowd_118754,0.523835801,0.2448874712,,,244,True
spike,373,crowd_118760,0.976510888,0.1562539935,,,118,True
spike,374,crowd_118769,0.7122534695,0.4583685696,,,27,True
spike,375,crowd_118770,0.9319246693,0.6126412153,,,149,True
spike,376,crowd_118771,0.5062833946,0.3322793841,,,97,True
spike,377,crowd_118782,0.4631251375,0.3290059268,,,27,True
spike,378,crowd_118840,0.5537071792,0.3244800568,,,154,True
spike,379,crowd_118888,0.5257907554,0.8189063072,,,75,True
spike,380,crowd_118903,0.5826902709,0.5720006824,,,1102,True
spike,381,crowd_118942,0.7503921193,0.310066849,,,10,True
spike,382,crowd_118990,1.342930737,0.4167223871,,,80,True
spike,383,crowd_119001,0.4880303887,0.3860779703,,,41,True
spike,384,crowd_119090,1.418927774,0.9773858786,,,77,True
spike,385,crowd_119098,1.222867364,0.5437245369,,,141,True
spike,386,crowd_119118,0.9260918962,0.6480523944,,,82,True
spike,387,crowd_119130,1.452530097,0.686044693,,,22,True
spike,388,crowd_119133,0.5147586466,0.4890243113,,,66,True
spike,389,crowd_119135,1.721233268,0.4731828868,,,26,True
spike,390,crowd_119143,0.885738112,0.338860184,,,50,True
spike,391,crowd_11918,1.285565819,0.4476202428,,,16,True
spike,392,crowd_1196,0.2007805698,0.5230717063,,,6001,True
spike,393,crowd_12131,0.3053185265,0.1749602556,,,894,True
spike,394,crowd_12621,0.5731175317,0.506341517,,,70,True
spike,395,crowd_12633,0.7050295955,0.7471186519,,,880,True
spike,396,crowd_12688,0.3643523884,0.2567945719,,,192,True
spike,397,crowd_1271,0.6628981733,0.1095922217,,,412,True
spike,398,crowd_12780,1.118895791,0.6249719858,,,61,True
spike,399,crowd_13017,0.657379779,1.220522523,,,2120,True
spike,400,crowd_13045,0.7212597515,-0.183373332,,,12,True
spike,401,crowd_13212,0.6800408868,0.03110865504,,,27,True
spike,402,crowd_13249,0.2598882513,0.4007114768,,,2102,True
spike,403,crowd_13658,0.4190023922,0.8164384365,,,807,True
spike,404,crowd_13683,0.3641930633,0.4093748927,,,41,True
spike,405,crowd_13691,0.5813818606,0.1642117798,,,28,True
spike,406,crowd_14008,0.6078966823,0.7411641479,,,83,True
spike,407,crowd_14097,0.5791527553,0.5386726856,,,430,True
spike,408,crowd_1416,1.35085059,0.6878494024,,,24,True
spike,409,crowd_14231,0.4087473057,0.5395991206,,,225,True
spike,410,crowd_14238,0.4598764494,0.7360172272,,,1440,True
spike,411,crowd_14260,0.4708537217,0.5244469643,,,840,True
spike,412,crowd_14304,0.4113775333,0.7687255144,,,103,True
spike,413,crowd_14681,0.7683481614,0.6676375866,,,132,True
spike,414,crowd_14742,0.8371163154,0.1711022258,,,39,True
spike,415,crowd_15049,0.3904600235,0.5910059214,,,337,True
spike,416,crowd_15063,0.5406860711,0.3382855356,,,25,True
spike,417,crowd_15187,0.8467886264,0.3636709452,,,9,True
spike,418,crowd_15245,0.3678979702,0.579212606,,,4997,True
spike,419,crowd_15293,0.3667287445,0.6124507189,,,929,True
spike,420,crowd_15318,0.9820104104,0.8010928631,,,11,True
spike,421,crowd_15331,0.6710306641,0.8757378459,,,58,True
spike,422,crowd_15429,1.556138258,1.084896326,,,461,True
spike,423,crowd_15450,0.884424672,0.3803624511,,,608,True
spike,424,crowd_1576,1.313594934,-0.2252757251,,,24,True
spike,425,crowd_16026,0.5035042192,0.5837328434,,,199,True
spike,426,crowd_16084,0.4134897458,0.1802568436,,,188,True
spike,427,crowd_1616,0.3603054219,0.8862735629,,,974,True
spike,428,crowd_16203,0.5175890831,0.334808588,,,73,True
spike,429,crowd_16205,0.5127571718,1.344884396,,,64,True
spike,430,crowd_16482,0.7669140823,0.6306282878,,,145,True
spike,431,crowd_16602,0.4773993453,0.6049000025,,,312,True
spike,432,crowd_16799,0.5527648733,0.4784757793,,,34,True
spike,433,crowd_16887,1.500973001,0.8820856214,,,15,True
spike,434,crowd_16928,1.516408127,0.6485395432,,,25,True
spike,435,crowd_1695,0.5215505896,0.4291819036,,,303,True
spike,436,crowd_17027,0.8689286291,0.8070296645,,,7,True
spike,437,crowd_1716,0.3422651118,0.1514519453,,,203,True
spike,438,crowd_17193,0.4869194129,0.5675364733,,,66,True
spike,439,crowd_17203,0.7541242992,-0.03345219046,,,65,True
spike,440,crowd_1744,0.2228909224,0.3771092296,,,5887,True
spike,441,crowd_1771,0.5229075203,1.174550772,,,216,True
spike,442,crowd_1772,2.486775374,-0.01574851945,,,176,True
spike,443,crowd_17846,0.6853909361,0.3042317033,,,219,True
spike,444,crowd_1785,0.3967605994,0.607186377,,,90,True
spike,445,crowd_1786,0.2983763765,0.2258948386,,,1945,True
spike,446,crowd_1802,0.3109637234,0.5187504292,,,1154,True
spike,447,crowd_1804,0.1850114144,0.3860357702,,,5941,True
spike,448,crowd_1808,1.176702706,0.2216096818,,,25,True
spike,449,crowd_18332,0.302632895,0.4854398668,,,3045,True
spike,450,crowd_184,1.376390352,0.5697375536,,,328,True
spike,451,crowd_18534,1.898976926,0.08030042797,,,11,True
spike,452,crowd_1858,0.1876911624,0.4366450608,,,5684,True
spike,453,crowd_1876,1.117757681,0.4590372741,,,135,True
spike,454,crowd_18873,0.7186080443,0.3284924328,,,3,True
spike,455,crowd_1896,0.3255361027,0.5346476436,,,391,True
spike,456,crowd_19255,0.2300833004,0.3240127563,,,2032,True
spike,457,crowd_1929,1.139292564,2.016606092,,,433,True
spike,458,crowd_19343,0.8005485297,0.006155155599,,,10,True
spike,459,crowd_19481,0.6074626336,0.8573758006,,,7,True
spike,460,crowd_19671,0.1530725429,0.3386059105,,,5958,True
spike,461,crowd_19769,0.1430473647,0.3315474987,,,6188,True
spike,462,crowd_19829,0.3130945321,0.3669849634,,,5881,True
spike,463,crowd_1993,0.7190841982,0.1905454695,,,61,True
spike,464,crowd_19961,0.2957047811,0.3730455637,,,2222,True
spike,465,crowd_19976,1.964161776,0.5766877532,,,48,True
spike,466,crowd_2,0.9992892289,0.5688431859,,,168,True
spike,467,crowd_2002,0.5350119012,0.7203143835,,,21,True
spike,468,crowd_2016,0.4678486028,0.9327069521,,,20,True
spike,469,crowd_20187,0.3043464626,0.3229321539,,,3030,True
spike,470,crowd_20195,0.703251158,0.5282751322,,,43,True
spike,471,crowd_20197,0.5818822234,1.447412372,,,25,True
spike,472,crowd_20226,0.9894702832,0.6084115505,,,27,True
spike,473,crowd_20243,0.4667316002,0.2435368896,,,32,True
spike,474,crowd_20257,0.2082678043,0.4200379848,,,4927,True
spike,475,crowd_20274,0.4216131587,0.2424675226,,,230,True
spike,476,crowd_20316,0.2904536013,0.4530194104,,,2286,True
spike,477,crowd_20335,0.4227620864,0.6083008647,,,958,True
spike,478,crowd_20337,1.005412331,1.095654726,,,12,True
spike,479,crowd_20365,0.7893756998,0.9919527769,,,406,True
spike,480,crowd_20401,0.8241585633,0.3002961278,,,1,True
spike,481,crowd_20447,0.7100702489,0.1747561097,,,373,True
spike,482,crowd_20464,0.4914917029,0.6839702129,,,11,True
spike,483,crowd_20529,0.4576919448,-0.0852407515,,,40,True
spike,484,crowd_20799,0.2920254757,0.2726909816,,,199,True
spike,485,crowd_20800,0.3458116424,0.2002599835,,,197,True
spike,486,crowd_20801,0.424629913,0.1783901751,,,229,True
spike,487,crowd_20831,0.3435659937,0.1374653578,,,215,True
spike,488,crowd_20841,0.3146462189,0.1145625636,,,198,True
spike,489,crowd_20842,0.4800229284,0.05297876149,,,194,True
spike,490,crowd_20913,0.2566798355,0.487077564,,,5166,True
spike,491,crowd_20957,0.8154527019,0.1310582757,,,2,True
spike,492,crowd_21006,0.472350223,0.7527781129,,,77,True
spike,493,crowd_21023,0.2759508666,0.3231620789,,,58,True
spike,494,crowd_21024,0.2187860539,0.3563850522,,,4008,True
spike,495,crowd_21031,0.9605577421,1.158085704,,,56,True
spike,496,crowd_21054,0.2784899017,0.4177655876,,,2511,True
spike,497,crowd_21060,0.3703298754,0.6379353404,,,62,True
spike,498,crowd_21122,0.2921025948,0.5487032533,,,1107,True
spike,499,crowd_21127,0.3999489466,0.4294896424,,,743,True
spike,500,crowd_21148,0.5069602304,0.2556729019,,,368,True
spike,501,crowd_21181,0.7201352256,0.2850537896,,,34,True
spike,502,crowd_21191,0.4612930775,0.8762561083,,,4161,True
spike,503,crowd_21254,0.6785102798,0.4651069343,,,2,True
spike,504,crowd_21267,0.3179211171,0.54815799,,,3389,True
spike,505,crowd_21279,0.3244549172,0.4749864042,,,323,True
spike,506,crowd_21281,0.3796079584,0.1629633307,,,199,True
spike,507,crowd_21283,0.3320802948,0.2241296172,,,195,True
spike,508,crowd_21284,0.3312230765,0.2636214197,,,197,True
spike,509,crowd_21285,0.2876075959,0.2830215394,,,195,True
spike,510,crowd_21297,2.02798368,1.414344668,,,64,True
spike,511,crowd_21310,0.3435161536,0.2193915248,,,198,True
spike,512,crowd_21311,0.2767054429,0.1368048191,,,198,True
spike,513,crowd_2133,0.5886451235,0.569283843,,,143,True
spike,514,crowd_21333,0.2403492895,0.4743978083,,,5855,True
spike,515,crowd_21363,0.342156965,0.5319293141,,,4110,True
spike,516,crowd_21399,0.2902848892,0.3170543313,,,197,True
spike,517,crowd_21400,0.2958225774,0.3139917552,,,195,True
spike,518,crowd_21406,1.326416434,0.5254930258,,,12,True
spike,519,crowd_21410,0.3456928142,0.6755083203,,,215,True
spike,520,crowd_21420,0.3568276741,0.429106921,,,859,True
spike,521,crowd_21435,0.3108570549,0.4752233326,,,1758,True
spike,522,crowd_21447,0.3531947334,0.6833797097,,,565,True
spike,523,crowd_21449,0.2841981474,0.3302425742,,,225,True
spike,524,crowd_21450,0.4825999149,0.9122419953,,,198,True
spike,525,crowd_21458,0.8689997945,0.8246418834,,,1,True
spike,526,crowd_21507,1.450697195,0.135902524,,,21,True
spike,527,crowd_21508,0.2454396143,0.4522589743,,,5804,True
spike,528,crowd_21509,0.2762651355,0.625077188,,,852,True
spike,529,crowd_21557,0.7208894411,0.415189296,,,2,True
spike,530,crowd_21558,0.4441085707,0.7236497998,,,30,True
spike,531,crowd_21587,0.7097538667,1.095672131,,,169,True
spike,532,crowd_21601,0.8097909398,0.2991788983,,,1,True
spike,533,crowd_21603,0.909324886,0.2556671202,,,1,True
spike,534,crowd_21606,0.6130271844,1.215223789,,,263,True
spike,535,crowd_21614,0.5071678347,1.122278333,,,4796,True
spike,536,crowd_21616,1.080903079,0.8352742791,,,16,True
spike,537,crowd_21626,1.208012812,0.5149837136,,,33,True
spike,538,crowd_21643,0.3353296788,0.4147509038,,,3408,True
spike,539,crowd_21645,0.3525732349,0.3586405516,,,2086,True
spike,540,crowd_21650,0.8370477611,0.5239746571,,,65,True
